Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,0,2,163,2,2,5,2,2,0,37,3,2,7,4,1,19658,2,0,14,3,1,1,14,2,3,9,7,6,7
55,0,2,1117,2,18,5,1,1,0,83,3,4,3,2,2,9873,3,0,23,4,4,0,37,2,3,10,9,7,7
41,0,0,267,2,10,2,1,4,1,56,3,2,7,4,2,13430,7,0,14,3,4,0,16,3,3,14,3,1,10
35,0,2,619,2,1,3,2,2,1,85,3,2,7,3,1,18659,9,0,11,3,3,0,15,2,3,11,9,6,9
40,0,2,302,1,6,3,1,2,0,75,3,4,4,3,2,20364,7,0,15,3,3,0,22,3,3,20,6,5,13
39,0,1,443,1,8,1,1,3,0,48,3,1,2,3,1,17872,1,0,11,3,1,1,8,3,3,8,3,0,7
31,0,2,828,2,2,1,1,2,1,77,3,2,7,4,2,8346,4,1,13,3,3,0,10,2,4,6,5,0,5
42,0,2,319,1,24,3,3,4,1,56,3,3,4,1,1,6950,1,1,21,4,4,1,10,5,2,10,9,5,8
45,0,2,561,2,2,3,4,4,1,61,3,2,7,2,1,16177,0,0,19,3,2,1,9,3,4,8,7,3,7
26,1,1,426,0,17,4,1,2,0,58,3,1,1,3,0,22808,0,1,11,3,2,1,8,2,2,7,7,1,0
29,0,2,232,1,19,3,5,4,1,34,3,2,4,4,0,22645,4,0,12,3,2,2,8,2,4,3,2,1,2
33,0,2,922,1,1,5,3,1,0,95,4,4,5,3,0,22578,4,0,19,3,3,1,10,2,3,6,1,0,5
31,0,2,688,2,7,3,1,3,1,44,2,3,3,4,0,25291,9,0,21,4,3,1,10,3,2,5,4,0,1
18,1,1,1306,2,5,3,2,2,1,69,3,1,8,2,2,8059,1,1,14,3,4,0,0,3,3,0,0,0,0
40,0,0,1094,2,28,3,4,3,1,58,1,3,7,1,0,11373,3,0,15,3,3,1,20,2,3,1,0,0,1
41,0,0,509,1,2,4,4,1,0,62,2,2,0,3,2,2112,2,1,17,3,1,0,10,3,3,8,7,0,7
26,0,2,775,2,29,2,3,1,1,45,3,2,7,3,0,4267,5,0,12,3,1,2,8,5,3,0,0,0,0
35,0,2,195,2,1,3,3,1,0,80,3,2,7,3,2,6698,1,0,16,3,4,0,5,3,3,5,4,0,3
34,0,2,258,2,21,4,1,4,1,74,4,2,7,4,2,19921,1,0,12,3,4,0,10,3,3,10,7,5,7
26,1,2,471,1,24,3,5,3,1,66,1,1,2,4,2,23213,1,1,18,3,2,0,1,3,1,1,0,0,0
37,0,2,799,1,1,3,5,2,0,59,3,3,4,4,2,23848,4,0,17,3,4,0,12,3,4,6,5,1,2
46,0,1,1034,1,18,1,3,1,0,86,3,3,0,3,1,8984,5,0,11,3,4,0,28,3,2,2,2,1,2
41,0,2,1276,2,2,5,1,2,0,91,3,4,3,1,1,5626,7,0,16,3,2,1,22,2,3,18,16,11,8
37,0,0,142,2,9,4,3,1,1,69,3,3,7,2,0,24666,1,0,13,3,4,1,9,6,3,9,5,7,7
52,0,2,956,1,6,2,5,4,1,78,3,2,6,1,0,22087,3,1,12,3,2,2,18,3,3,10,9,6,9
32,1,0,1474,2,11,4,4,4,1,60,4,2,7,3,1,23914,8,0,12,3,4,0,6,2,3,4,2,1,2
24,0,1,535,2,24,3,3,4,1,38,3,1,8,4,1,5530,0,0,13,3,3,2,3,3,3,2,2,2,1
38,0,2,1495,1,10,3,3,3,0,76,3,2,0,3,1,22174,3,0,19,3,3,1,18,4,3,1,0,0,0
37,0,2,446,1,1,4,1,2,0,65,3,2,4,2,1,15701,6,0,12,3,2,1,8,2,2,6,5,4,3
49,0,2,1245,1,18,4,1,4,1,58,2,5,5,3,0,2125,1,1,17,3,3,1,31,5,3,31,9,0,9
24,0,2,691,1,23,3,3,2,1,89,4,1,6,4,1,21630,1,1,11,3,2,2,6,3,3,6,5,1,4
26,0,2,703,2,28,2,2,1,1,66,3,2,7,2,1,7428,1,0,20,4,4,2,6,5,4,5,3,1,4
24,0,2,823,1,17,2,4,4,1,94,2,1,2,2,1,9100,1,0,21,4,4,1,1,2,3,1,0,0,0
50,0,1,1246,0,3,3,3,1,1,99,3,5,3,2,1,7999,1,0,11,3,3,1,32,2,3,32,5,10,7
25,0,2,622,2,13,1,3,2,1,40,3,1,8,3,1,26376,1,0,11,3,3,0,7,1,3,7,4,0,6
24,1,1,1287,1,7,3,1,1,0,55,3,1,2,3,1,14168,1,1,16,3,4,1,6,4,3,6,3,1,2
30,1,1,448,2,12,4,1,2,1,74,2,1,8,1,1,14470,1,0,18,3,3,1,1,2,4,1,0,0,0
34,0,2,254,1,1,2,1,2,1,83,2,1,6,4,1,22794,1,1,13,3,4,1,6,3,3,6,5,1,3
31,1,2,1365,2,13,4,3,2,1,46,3,2,7,1,0,11512,2,0,17,3,3,0,9,2,1,3,1,1,2
35,0,2,538,1,25,2,4,1,1,54,2,2,2,4,2,14004,4,0,14,3,4,0,9,3,3,3,2,0,2
31,0,2,525,2,6,4,3,1,1,66,4,2,7,4,0,6219,4,0,22,4,4,2,13,4,4,7,7,5,7
27,0,2,798,1,6,4,3,1,0,66,2,1,6,3,0,5013,0,0,12,3,3,2,6,5,2,5,3,0,3
37,0,2,558,2,2,3,2,4,1,75,3,2,7,3,1,3010,4,1,11,3,3,1,17,3,2,3,0,1,0
20,0,2,959,1,1,3,1,4,0,83,2,1,6,2,2,11757,1,0,13,3,4,0,1,0,4,1,0,0,0
42,0,2,622,1,2,4,1,3,0,81,3,2,0,4,1,5718,1,0,13,3,2,2,10,4,3,10,2,2,2
43,0,2,782,1,6,4,4,2,1,50,2,4,5,4,0,2671,4,1,14,3,3,1,21,3,2,1,0,0,0
38,0,2,362,1,1,1,1,3,0,43,3,1,6,1,2,14561,3,0,17,3,4,0,8,3,2,0,0,0,0
43,0,1,1001,1,9,5,3,4,1,72,3,2,2,3,0,19627,3,1,13,3,2,1,10,3,3,8,7,4,7
48,0,2,1236,1,1,4,1,4,0,40,2,4,3,1,1,17997,7,0,11,3,1,1,21,3,1,3,2,0,2
44,0,2,1112,0,1,4,1,1,0,50,2,2,1,3,2,26894,4,0,11,3,2,0,10,1,4,2,2,0,2
34,0,2,204,2,14,3,5,3,0,31,3,1,8,3,0,2912,1,1,18,3,4,2,8,3,3,8,2,0,6
27,1,2,1420,2,2,1,2,3,1,85,3,1,8,1,0,16346,0,0,11,3,2,1,5,3,3,4,3,0,2
21,0,2,1343,2,22,1,5,3,1,49,3,1,8,3,2,24444,1,0,11,3,3,0,3,2,3,3,2,1,2
44,0,2,1315,1,3,4,4,4,1,35,3,5,3,4,1,9358,4,1,12,3,1,1,26,2,4,2,2,0,1
22,0,2,604,1,6,1,3,1,1,69,3,1,6,3,1,12145,0,0,20,4,4,0,3,3,3,2,2,2,2
33,0,2,1216,2,8,4,2,3,1,39,3,2,7,3,0,20431,0,0,12,3,4,0,6,3,3,5,0,1,2
32,0,2,646,1,9,4,1,1,0,92,3,2,6,4,1,18089,1,1,12,3,4,1,6,2,2,6,4,0,5
30,0,1,160,1,3,3,3,3,0,71,3,1,6,3,0,22653,1,0,20,4,3,1,1,2,3,1,0,0,0
53,0,2,238,2,1,1,3,4,0,34,3,2,7,1,2,7507,7,0,20,4,4,0,18,2,4,14,7,8,10
34,0,2,1397,1,1,5,1,2,1,42,3,1,6,4,1,7660,1,0,12,3,4,1,10,4,2,10,9,8,8
45,1,1,306,2,26,4,1,1,0,100,3,2,7,1,1,5630,2,0,14,3,4,2,5,4,3,1,1,0,0
26,0,2,991,1,6,3,1,3,0,71,3,1,2,4,1,17759,1,1,13,3,3,1,3,2,3,3,2,0,2
37,0,2,482,1,3,3,4,3,1,36,3,3,4,3,1,9606,1,0,15,3,3,1,10,2,3,10,7,7,8
29,0,2,1176,2,3,2,3,2,0,62,3,2,7,3,1,3487,1,0,14,3,1,1,6,5,2,6,0,1,2
35,0,2,1017,1,6,4,1,2,1,82,1,2,6,4,2,19368,1,0,13,3,2,0,17,3,3,17,11,11,8
33,0,1,1296,1,6,3,1,3,1,30,3,2,0,4,0,5335,3,0,23,4,3,1,15,2,1,13,11,4,7
54,0,2,397,0,19,4,3,3,1,88,3,3,1,2,1,6729,2,0,15,3,3,1,16,1,4,9,7,7,1
36,0,2,913,1,9,2,3,2,1,48,2,2,4,2,0,13934,2,1,11,3,3,1,13,2,3,3,2,0,2
27,0,2,1115,1,3,4,3,1,1,54,2,1,6,4,2,15174,0,0,13,3,4,0,5,0,3,4,2,1,1
20,1,2,1362,1,10,1,3,4,1,32,3,1,6,3,2,26999,1,1,11,3,4,0,1,5,3,1,0,1,1
33,1,1,1076,1,3,3,1,1,1,70,3,1,6,1,2,3164,1,1,11,3,1,0,10,3,3,10,8,9,7
35,0,0,727,1,3,3,1,3,1,41,2,1,2,3,1,16900,1,0,18,3,3,2,1,3,3,1,0,0,0
23,0,2,885,1,4,3,3,1,1,58,4,1,6,1,1,8544,2,0,16,3,1,1,5,3,4,3,2,0,2
25,0,2,810,2,8,3,1,4,1,57,4,2,7,2,1,15678,0,0,22,4,3,1,4,4,3,3,2,1,2
38,0,2,243,2,7,4,2,4,0,46,2,2,7,4,2,7791,0,0,20,4,1,0,8,2,3,7,7,0,5
29,0,1,806,1,1,4,1,2,1,76,1,1,6,4,0,18959,1,0,18,3,4,1,10,5,3,10,7,2,8
48,0,2,817,2,2,1,2,2,1,56,4,2,7,2,1,18597,3,0,12,3,4,0,12,3,3,2,2,2,2
27,0,1,1410,2,3,1,3,4,0,71,4,2,7,4,0,16673,1,1,20,4,2,2,6,3,3,6,5,0,4
37,0,2,1225,1,10,2,1,4,1,80,4,1,6,4,2,15232,3,0,17,3,1,0,4,2,3,1,0,0,0
50,0,2,1207,1,28,1,3,4,1,74,4,1,2,3,1,3297,1,1,11,3,3,3,20,3,3,20,8,3,8
34,0,2,1442,1,9,3,3,4,0,46,2,3,0,2,2,17654,1,0,14,3,2,0,9,3,4,8,7,7,7
24,1,2,693,2,3,2,1,1,0,65,3,2,7,3,2,24785,9,0,14,3,1,0,4,3,3,2,2,2,0
39,0,2,408,1,2,4,5,4,0,80,2,2,0,3,2,20978,1,0,11,3,1,0,20,4,3,20,7,11,10
32,0,2,929,2,10,3,2,4,1,55,3,2,7,4,2,21703,1,0,12,3,4,0,10,2,2,10,7,0,8
50,1,1,562,2,8,2,5,2,1,50,3,2,7,3,1,23452,3,1,14,3,1,1,18,4,3,4,3,1,3
38,0,2,827,1,1,4,1,2,0,33,4,2,0,4,2,19383,0,0,13,3,3,0,10,4,2,9,7,1,8
27,0,2,608,1,1,2,1,3,0,68,3,3,4,1,1,6009,1,0,11,3,4,0,9,3,3,9,7,0,7
32,0,2,1018,1,3,2,1,3,0,39,3,3,5,4,2,19373,3,0,15,3,4,0,10,6,3,7,7,7,7
47,0,2,703,2,14,4,2,4,1,42,3,2,7,1,2,11825,2,0,12,3,4,0,20,2,3,7,7,1,7
40,0,1,580,2,5,4,1,4,1,48,2,3,7,1,1,23772,5,1,21,4,3,1,20,2,3,18,13,1,12
53,0,2,970,1,7,3,1,3,1,59,4,4,5,3,1,13514,3,0,19,3,3,0,32,3,3,5,1,1,3
41,0,2,427,0,10,4,0,2,1,73,2,5,3,4,0,8861,3,0,15,3,2,3,23,2,2,21,6,12,6
60,0,2,1179,2,16,4,2,1,1,84,3,2,7,1,2,11924,8,0,14,3,4,0,10,1,3,2,2,2,2
27,0,1,294,1,10,2,1,4,1,32,3,3,4,1,0,4809,1,0,21,4,3,2,9,4,2,9,7,1,7
41,0,2,314,0,1,3,0,4,1,59,2,5,3,3,1,19562,1,0,12,3,2,1,22,3,3,22,7,2,10
50,0,2,316,2,8,4,2,4,1,54,3,1,8,2,1,9983,7,0,15,3,4,1,4,2,3,2,2,2,2
28,1,2,654,1,1,2,1,1,0,67,1,1,6,2,2,3872,7,1,13,3,4,0,10,4,3,7,7,3,7
36,0,0,427,1,8,3,1,1,0,63,4,3,5,1,1,20335,9,0,14,3,1,1,10,2,3,8,7,0,5
38,0,2,168,1,1,3,1,3,0,81,3,3,4,3,2,15397,4,1,14,3,4,0,10,4,4,1,0,0,0
44,0,0,381,1,24,3,3,1,1,49,1,1,2,3,2,2104,2,0,14,3,3,0,9,5,3,5,2,1,4
47,0,1,217,2,3,3,3,4,0,49,3,4,7,3,0,10225,9,1,12,3,4,2,28,2,2,22,2,11,13
30,0,2,501,2,27,5,2,3,1,99,3,2,7,4,0,25275,7,0,23,4,4,1,10,2,2,8,7,7,7
29,0,2,1396,2,10,3,1,3,1,99,3,1,8,3,2,2755,1,0,11,3,3,0,1,6,3,1,0,0,0
42,1,1,933,1,19,3,3,3,1,57,4,1,6,3,0,20366,6,1,12,3,4,0,7,2,3,2,2,2,2
43,0,1,775,2,15,3,1,4,1,47,2,2,7,4,1,23683,3,0,18,3,3,1,7,5,3,2,2,2,2
34,0,2,970,1,8,2,3,2,0,96,3,2,0,3,2,7360,3,0,11,3,4,0,10,2,3,5,1,4,3
23,0,2,650,1,9,1,3,2,1,37,3,1,2,1,1,4344,1,0,14,3,4,1,5,2,4,4,3,0,2
39,0,2,141,0,3,3,0,3,0,44,4,2,1,2,1,18767,9,0,15,3,3,1,12,3,1,8,3,3,6
56,0,2,832,1,9,3,3,3,1,81,3,4,0,4,1,20420,7,0,11,3,3,0,30,1,2,10,7,1,1
40,0,2,804,1,2,1,3,4,0,86,2,1,6,4,2,22929,0,1,20,4,4,0,5,2,2,4,2,2,3
27,0,2,975,1,7,3,3,4,0,55,2,2,0,1,2,23398,8,0,19,3,1,0,9,2,1,7,6,0,7
29,0,2,1090,2,10,3,2,4,1,83,3,1,8,2,0,17967,1,0,14,3,4,2,2,2,3,2,2,2,2
53,0,2,346,1,6,3,1,4,1,86,3,2,2,4,2,10919,2,0,17,3,4,0,19,4,3,2,2,2,2
35,0,0,1225,1,2,4,1,4,0,61,3,2,0,1,0,4761,2,0,11,3,1,1,16,2,4,1,0,0,0
32,0,1,430,1,24,4,1,1,1,80,3,2,2,4,1,21146,1,0,15,3,4,2,10,2,3,10,8,4,7
38,0,2,268,1,2,5,3,4,1,92,3,1,6,3,1,20471,6,1,13,3,2,1,6,0,1,1,0,0,1
34,0,2,167,1,8,5,1,2,0,32,3,2,4,1,0,4187,3,0,14,3,3,1,7,3,3,0,0,0,0
52,0,2,621,2,3,4,2,3,1,31,2,4,3,1,1,10084,1,0,11,3,1,0,34,3,4,34,6,1,16
33,1,2,527,1,1,4,4,4,1,63,3,1,6,4,2,5207,1,1,13,3,3,0,10,2,2,10,9,7,8
25,0,2,883,2,26,1,3,3,0,32,3,2,7,4,2,22807,1,0,23,4,2,0,6,5,2,6,5,1,4
45,0,2,954,2,2,2,5,2,1,46,1,2,8,3,2,12388,0,0,13,3,1,0,9,3,3,8,7,3,1
23,0,2,310,1,10,1,3,1,1,79,4,1,6,3,2,19630,1,0,18,3,4,0,2,3,3,2,2,0,2
47,1,1,719,2,27,2,1,2,0,77,4,2,7,3,2,10339,4,1,12,3,4,0,8,2,3,5,4,1,3
34,0,2,304,2,2,3,4,4,1,60,3,2,7,4,2,18686,1,0,22,4,3,0,6,5,3,6,5,1,4
55,1,2,725,1,2,3,3,4,1,78,3,5,3,1,1,21199,5,1,13,3,4,1,24,2,3,5,2,1,4
36,0,0,1434,2,8,4,1,1,1,76,2,3,7,1,2,14229,1,0,15,3,2,0,10,1,3,10,7,0,9
52,0,0,715,1,19,4,3,4,1,41,3,1,6,4,1,26589,0,0,18,3,1,1,5,3,3,4,3,1,2
26,0,1,575,1,1,2,1,1,0,71,1,1,2,4,0,5288,3,0,14,3,1,1,5,2,3,2,2,2,0
29,0,2,657,1,27,3,3,2,0,66,3,2,0,3,1,25549,4,0,12,3,1,1,11,3,2,8,7,1,1
26,1,2,1146,2,8,3,5,4,1,38,2,2,7,1,2,3064,6,0,17,3,3,0,6,2,2,4,3,1,2
34,0,2,182,1,1,4,1,2,0,72,4,1,6,4,2,13551,2,0,16,3,3,0,10,2,3,4,2,1,3
54,0,2,376,1,19,4,3,4,0,95,3,2,4,1,0,22670,9,1,11,3,2,2,9,4,3,5,3,1,4
27,0,1,829,2,8,1,2,3,1,84,3,2,7,4,1,24008,0,0,19,3,2,1,5,3,3,4,2,1,1
37,0,2,571,1,10,1,1,4,0,82,3,1,6,1,0,19905,0,1,13,3,2,2,6,3,2,5,3,4,3
38,0,1,240,1,2,4,1,1,0,75,4,2,4,1,2,26085,6,1,12,3,4,0,17,2,3,15,7,4,12
34,0,2,121,1,2,4,3,3,0,86,2,1,6,1,2,7530,1,0,11,3,3,0,6,3,3,6,5,1,3
35,0,2,384,2,8,4,1,1,0,72,3,1,8,4,1,20317,1,0,16,3,2,1,3,1,2,3,2,0,2
30,0,2,921,1,1,3,1,4,1,38,1,1,2,3,1,24375,3,0,21,4,3,2,7,2,3,2,2,0,2
40,0,1,791,1,2,2,3,3,0,38,4,2,0,2,1,9931,1,0,24,4,4,1,8,2,3,8,7,3,7
34,0,2,1111,2,8,2,1,3,0,93,3,2,7,1,1,13305,5,0,17,3,2,1,6,1,3,3,2,1,2
42,0,1,570,1,8,3,1,2,1,66,3,5,3,4,0,16225,1,0,13,3,2,1,24,4,2,24,7,14,9
23,1,2,1243,1,6,3,1,3,1,63,4,1,2,1,1,3445,1,1,21,4,3,2,1,2,3,0,0,0,0
24,0,0,1092,1,9,3,1,3,1,60,2,1,2,2,0,26551,1,0,11,3,3,3,1,4,3,1,0,0,0
52,0,2,1325,1,11,4,1,4,0,82,3,2,2,3,1,21821,8,0,20,4,2,1,9,3,3,5,2,1,4
50,0,2,691,1,2,3,3,3,1,64,3,4,5,3,1,6881,5,0,16,3,4,0,30,3,3,4,3,0,3
29,1,2,805,1,1,2,1,2,0,36,2,1,2,1,1,6689,1,1,11,3,4,1,1,1,3,1,0,0,0
33,0,2,213,1,7,3,3,3,1,49,3,3,5,3,1,25995,0,0,11,3,4,0,14,3,4,13,9,3,7
33,1,2,118,2,16,3,2,1,0,69,3,2,7,1,2,26507,5,0,15,3,3,0,6,3,3,3,2,0,2
47,0,2,202,1,2,2,4,3,0,33,3,4,3,4,1,12982,1,1,11,3,3,1,26,3,2,26,14,3,0
36,0,2,676,1,1,3,4,3,0,35,3,2,4,2,1,23361,0,0,15,3,1,1,10,2,3,9,7,0,5
29,0,2,1252,1,23,2,1,3,1,81,4,1,6,3,1,23779,1,0,24,4,3,1,10,3,3,10,7,0,7
58,1,2,286,1,2,4,1,4,1,31,3,5,5,2,2,25761,7,1,12,3,4,0,40,2,3,31,15,13,8
35,0,2,1258,1,1,4,1,4,0,40,4,1,6,3,2,13301,3,0,13,3,3,0,7,0,3,2,2,2,2
42,0,2,932,1,1,2,1,4,0,43,2,2,4,4,1,4051,9,1,13,3,4,1,8,4,3,4,3,0,2
28,1,2,890,1,2,4,3,3,1,46,3,1,6,3,2,16374,6,0,17,3,4,0,5,3,2,2,2,2,1
36,0,2,1041,0,13,3,0,3,1,36,3,1,1,2,1,25527,4,0,13,3,2,1,8,2,3,5,2,0,4
32,0,2,859,1,4,3,1,3,0,98,2,2,4,3,1,19124,1,0,12,3,3,1,14,3,3,14,13,6,8
40,0,1,720,1,16,4,3,1,1,51,2,2,2,3,2,11983,6,0,14,3,4,0,10,6,3,1,0,0,0
30,0,2,946,1,2,3,3,3,0,52,2,2,4,4,2,20234,5,1,24,4,2,0,12,4,2,0,0,0,0
45,0,2,252,1,2,3,1,2,0,95,2,1,6,3,2,6153,1,0,14,3,4,0,1,3,3,1,0,0,0
42,0,2,933,1,29,3,1,2,1,98,3,2,4,2,1,11806,1,0,13,3,4,1,10,3,2,9,8,7,8
38,0,1,471,1,12,3,1,1,1,45,2,2,0,1,0,4284,2,0,15,3,3,1,13,3,2,4,3,1,2
34,0,1,702,1,16,4,1,3,0,100,2,1,6,4,2,8306,1,0,16,3,3,0,6,3,3,5,2,1,3
49,1,2,1184,2,11,3,2,3,0,43,3,3,7,4,1,5860,1,0,18,3,1,2,9,3,4,9,8,7,7
55,1,2,436,2,2,1,3,3,1,37,3,2,7,4,2,21519,4,0,16,3,3,0,12,3,2,9,7,7,3
43,0,2,589,1,14,2,1,2,1,94,3,4,5,1,1,5200,6,0,24,4,3,1,22,3,3,4,1,1,0
27,0,2,269,1,5,1,5,3,1,42,2,3,5,4,0,8842,1,1,16,3,2,1,9,3,3,9,8,0,8
35,0,2,950,1,7,3,4,3,1,59,3,3,4,3,2,18869,3,0,21,4,2,0,17,3,4,8,5,1,6
28,0,2,760,2,2,4,2,2,0,81,3,2,7,2,1,3698,1,1,20,4,1,0,8,2,3,8,7,7,5
34,0,2,829,0,3,2,0,3,1,88,3,1,1,4,1,2243,0,0,19,3,3,1,4,1,1,3,2,0,2
26,1,1,887,1,5,2,3,3,0,88,2,1,6,3,1,20898,1,1,14,3,1,1,8,2,3,8,7,1,7
27,0,0,443,1,3,3,3,4,1,50,3,1,6,4,1,16571,1,0,11,3,3,3,0,6,2,0,0,0,0
51,0,2,1318,2,26,4,2,1,0,66,3,4,3,3,1,5594,2,0,14,3,3,1,29,2,2,20,6,4,17
44,0,2,625,1,4,3,3,4,1,50,3,2,0,2,2,5197,9,0,12,3,4,0,10,2,2,5,2,2,3
25,0,2,180,1,2,1,3,1,1,65,4,1,6,1,2,21632,7,0,13,3,3,0,6,3,2,4,3,0,1
33,0,2,586,2,1,3,3,1,1,48,4,2,7,1,0,21816,1,0,22,4,1,1,9,5,3,9,8,0,8
35,0,2,1343,1,27,1,3,3,0,53,2,1,6,1,2,17852,1,0,11,3,4,0,6,3,2,6,5,1,1
36,0,2,928,2,1,2,1,2,1,56,3,2,7,4,1,2823,1,1,14,3,4,1,18,1,2,18,14,4,11
32,0,2,117,2,13,4,1,2,1,73,3,2,7,4,0,9250,2,0,11,3,3,1,8,3,2,5,2,0,3
30,0,1,1012,1,5,4,1,2,1,75,2,1,6,4,0,2373,9,0,12,3,2,1,10,3,2,5,4,0,3
53,0,2,661,2,7,2,2,1,0,78,2,3,7,4,1,20715,7,1,18,3,4,1,35,3,3,5,2,0,4
45,0,2,930,2,9,3,2,4,1,74,3,3,7,1,0,19239,4,1,12,3,3,1,18,2,3,5,4,0,2
32,0,2,638,1,8,2,3,3,0,91,4,2,6,3,1,22162,5,0,12,3,3,1,9,3,2,5,3,1,3
52,0,1,890,1,25,4,3,3,0,81,2,4,4,4,1,19028,3,0,22,4,3,0,31,3,3,9,8,0,0
37,0,2,342,2,16,4,2,4,1,66,2,2,7,3,0,24558,4,0,19,3,4,2,9,2,3,1,0,0,0
28,0,2,1169,0,8,2,3,2,1,63,2,1,1,4,0,23965,1,0,13,3,4,1,6,6,3,5,1,0,4
22,0,2,1230,1,1,2,1,4,1,33,2,2,4,4,1,19146,6,0,22,4,1,2,4,2,1,2,2,2,2
44,0,2,986,1,8,4,1,1,1,62,4,1,2,4,1,5044,2,1,24,4,3,1,10,2,2,3,2,0,2
42,0,1,1271,1,2,1,3,2,1,35,3,1,6,4,2,9068,5,1,14,3,4,0,8,2,3,2,1,2,2
36,0,2,1278,0,8,3,1,1,1,77,2,1,1,1,1,8635,0,0,21,4,3,0,6,3,3,5,4,0,3
25,0,2,141,2,3,1,4,3,1,98,3,2,7,1,1,14363,1,1,18,3,4,0,5,3,3,5,3,0,3
35,0,2,607,1,9,3,1,4,0,66,2,3,4,3,1,23457,1,1,20,4,2,1,17,2,3,17,14,5,15
35,1,1,130,1,25,4,1,4,0,96,3,1,6,2,0,16612,1,1,19,3,1,1,10,3,2,10,2,7,8
32,0,0,300,1,1,3,1,4,1,61,3,1,2,4,0,9148,0,0,12,3,2,1,4,2,3,3,0,0,2
25,0,2,583,2,4,1,2,3,1,87,2,2,7,1,1,18154,1,0,12,3,1,0,5,1,4,5,2,0,3
49,0,2,1418,1,1,3,5,3,0,36,3,1,6,1,1,10554,2,0,16,3,2,1,7,2,3,4,2,0,2
24,0,0,1269,1,4,1,1,1,1,46,2,1,2,4,1,10778,0,0,17,3,4,0,6,2,2,5,2,3,4
32,0,1,379,2,5,2,1,2,1,48,3,2,7,2,1,8891,1,0,14,3,4,1,10,3,3,10,8,5,3
38,0,2,395,2,9,3,2,2,1,98,2,1,8,2,1,12102,0,0,19,3,4,1,3,3,3,2,2,1,2
42,0,2,1265,1,3,3,1,3,0,95,4,2,2,4,1,23726,2,1,13,3,2,1,17,1,2,5,3,1,3
31,0,2,1222,1,11,4,1,4,1,48,3,1,6,4,1,14871,3,1,19,3,2,1,8,2,3,6,4,0,2
29,1,2,341,2,1,3,3,2,0,48,2,1,8,3,0,23522,6,1,19,3,3,3,5,3,3,3,2,0,2
53,0,2,868,2,8,3,2,1,1,73,3,4,7,4,1,22789,5,0,14,3,3,1,28,3,3,2,0,2,2
35,0,2,672,1,25,3,5,4,1,78,2,3,4,2,1,9129,3,0,16,3,1,0,16,2,3,13,10,4,8
37,0,1,1231,2,21,2,3,3,0,54,3,1,8,4,1,21222,5,0,15,3,2,1,10,3,3,5,4,0,0
53,0,2,102,1,23,4,1,4,0,72,3,4,5,4,2,20206,6,0,18,3,3,0,33,0,3,12,9,3,8
43,0,1,422,1,1,3,1,4,0,33,3,2,0,4,1,21782,4,0,13,3,2,1,12,2,2,5,2,2,2
47,0,2,249,2,2,2,2,3,0,35,3,2,7,4,1,17783,0,1,22,4,1,1,8,2,3,7,6,7,7
37,0,0,1252,2,19,2,3,1,1,32,3,3,7,2,2,4814,1,1,13,3,4,0,10,2,3,10,0,0,9
50,0,0,881,1,2,4,1,1,1,98,3,4,3,1,0,4544,1,0,11,3,4,1,31,3,3,31,6,14,7
39,0,2,1383,0,2,3,1,4,0,42,2,2,1,4,1,7790,8,0,11,3,3,2,13,2,3,5,4,0,4
33,0,2,1075,0,3,2,0,4,1,57,3,1,1,2,0,22650,3,1,11,3,3,1,7,4,4,4,3,0,3
32,1,2,374,1,25,4,1,1,1,87,3,1,2,4,2,18016,1,1,24,4,3,0,1,2,1,1,0,0,1
29,0,2,1086,1,7,1,3,1,0,62,2,1,2,4,0,6054,6,0,14,3,3,3,8,5,3,4,3,0,3
44,0,2,661,1,9,2,1,2,1,61,3,1,6,1,1,7508,1,1,13,3,4,0,8,0,3,8,7,7,1
28,0,2,821,2,5,4,3,1,1,98,3,2,7,4,2,24252,1,0,14,3,2,0,4,3,3,4,2,0,2
58,1,1,781,1,2,1,1,4,1,57,2,1,2,4,0,13384,9,1,14,3,4,1,3,3,2,1,0,0,0
43,0,2,177,1,8,3,1,1,0,55,3,2,4,2,0,23814,4,0,21,4,3,1,4,2,4,1,0,0,0
20,1,2,500,2,2,3,3,3,0,49,2,1,8,3,2,22052,1,0,13,3,4,0,2,3,2,2,2,0,2
21,1,2,1427,1,18,1,4,4,0,65,3,1,6,4,2,8870,1,0,19,3,1,0,1,3,2,1,0,0,0
36,0,2,1425,1,14,1,1,3,1,68,3,2,0,4,1,4821,0,1,17,3,1,1,17,2,2,16,8,4,11
47,0,2,1454,2,2,4,1,4,0,65,2,1,8,4,2,13137,1,1,18,3,1,0,3,3,2,3,2,1,2
22,1,2,617,1,3,1,1,2,0,34,3,2,4,3,1,10022,0,1,19,3,1,1,4,3,4,3,2,0,2
41,1,2,1085,1,2,4,1,2,0,57,1,1,2,4,0,17725,4,1,13,3,3,1,10,1,2,7,7,1,0
